JournalInstructions_PAD |= <calendar> 로 달력을 엽니다.
BindingBandDeliverInPerson |= 나에게 직접 건내줘.
BindingBandDateSelected |= 완벽해! 하루가 기다려져!
BindingBandDateSelected |= 너무 설레! 머리를 빗고 중요한 날을 준비해야겠어!
BindingBandDateSelected |= 멋져! 이보다 더 좋은 날을 직접 고를 수는 없었어.
BindingBandDateSelected |= 데이트야! 제시간에 와야해. 제 시간에 나타나지 않으면 상자에 넣을 거야.
BindingBandDateSelected |= 완벽한 커플을 위한 완벽한 데이트! 빨리 결혼하고 싶어!
BindingBandDateSelected |= 내가 제일 좋아하는 숫자와 요일이야! 운명적이야!
BindingBandDateSelected |= 곧 결혼할 거라는 생각에 어지러워. 사랑의 기운이 너무 강해.
BindingBandDateSelected |= 멋진 데이트! 우리 결혼해서 자손을 많이 낳자. 음, 세 명까지.
ReactToRose |= <PlayerName>! 날 위해? 정말?! 생각도 못했어! 결혼?!
ReactToRose |= 이 장미를 당신이 골랐어? 나를 위해? 멋진 프로포즈였어, <PlayerName>!
ReactToRose |= 오늘이 내 인생에서 가장 행복한 날이야! 고마워, <PlayerName>!
ReactToRose |= 흰 장미! 아름다운 프로포즈! 좋아, <PlayerName>!
ReactToRose |= 프로포즈하다니 믿을 수가 없어! 오, <PlayerName>!
ReactToRose |= 내게 일어난 일 중 가장 로맨틱한 일이야, <PlayerName>!
ReactToRose |= 프로포즈! 하지만 당신의 가치를 증명할 수 있겠어, <PlayerName>?
RoadToMarriagePositive |= 나는 좋은 결혼식을 좋아해.
RoadToMarriagePositive |= 성공하길 바라!
RoadToMarriagePositive |= 의식 절차를 잊지마!
RoadToMarriagePositive |= 너의 가치를 증명하라! 너의 가치를 증명하라!
RoadToMarriagePositive |= 저기 있네! 자신의 가치를 증명하라!
RoadToMarriageNegative |= 흠.
RoadToMarriageNegative |= 배우자분은 운이 없으시네.
RoadToMarriageNegative |= 네 가치를 증명한다고? 흥! 쓸모없어.
RoadToMarriageNegative |= 넌 훌륭한 배우자가 될거야. 다른 누군가를 위해.
RoadToMarriageNegative |= 하지만, 정말? 우린 서로에게 맞지 않잖아, 그렇지?
RoadToMarriageNegative |= 너는 자격이 없다고 생각해.
RoadToMarriageMakePie |= 파이를 만들 때 참위드를 따는 것을 잊지마! 서머다운에 가봐.
RoadToMarriageMakePie |= 썸머다운에는 참위드가 흔하다고 들었어.
RoadToMarriageMakePie |= 오늘은 달걀을 모아야 해, 기억하지?
RoadToMarriageMakePie |= 파이에 쓸 밀가루는 구했어?
RoadToMarriageMakePie |= 오늘 파이를 구울 건야?
RoadToMarriageMakePie |= 집에 파이를 구울 가마가 있지 않니?
RoadToMarriageGiveToPriest |= 그 파이를 러버우드에 있는 사제에게 줄 거야?
RoadToMarriageGiveBandToPartner |= 너무 신나요! 내 바인딩 밴드 가져왔어?!
RoadToMarriageGetMarried |= 결혼식 날이 빨리 왔으면 좋겠어!
OfferingForBinding |= 당신의 제물은 여신이 받아들였습니다. 바인딩 밴드를 가져가 사랑하는 사람에게 선물하세요.
Veg RarneyINTRO |= 좋아, 내 작은 순무! 이 근처에서 새로운 얼굴을 보니 반갑네. 길 건너편에 있는 늙은 양파 얼굴을 보는 것보다 훨씬 낫지! 양파 얼굴? 저기 강 건너에 있는 켄 틸러. 그 사람 때문에 다리가 막혔어.
Ken TillerINTRO |= 안녕, 내 작은 양파! 이 푸르고 쾌적한 땅에는 무슨 일로 왔어? 흠, 그의 펜촉이 못생긴 순무를 들고 다른 곳으로 떠난다면 훨씬 더 즐거울 거야. 가급적이면 북쪽으로 가.
Ken TillerINTRO |= 그의 펜촉? 저기 강 건너에 있는 베그 라니말야. 이 다리가 막힌 건 그놈 때문이야. 조만간 누군가 출입 문제를 해결해야 할 텐데, 하지만 나는 빼줘!
FamilySecretScrambled |= 잠금 해제에 실패했습니다. 암호를 다시 풀기위해 뒤섞었습니다!
DiggingHELP |= 이 미니게임에서 승리하려면 삽의 품질에 따라 탭을 여러 번 해야 합니다. 탭할 때마다 대각선을 사용하지 않고도 올바른 굴착 지점이 얼마나 가까이 있는지를 알 수 있습니다. 탭을 배치한 후에는 정사각형으로 땅을 파야 합니다. 성공하면 다음 깊이로 이동하거나 위치에 따라 보상을 받을 수 있습니다. 실패하면 구멍이 무너지고 다른 위치에서 다시 시도해야 합니다!
FamilySecretHELP |= 이 상자에는 가족들이 수집한 비밀 아이템이 들어 있습니다. 가족 구성원들과 충분한 우정을 쌓아 암호를 알아내세요. 잘못 맞히면 암호가 초기화되어 암호를 다시 수집해야 합니다.
Finn CrustAppleBreadIntro |= 말해봐, 애플 파이를 만들 수 있어 없어? 베일의 별미인데 우리 상점에 정말 잘 어울릴 거야. 원한다면 직접 구운 사과빵 조리법을 알려줄 수 있어.
APPLEBREAD_TITLE |= 핀 크러스트를 위한 사과 파이
APPLEBREAD_DESC |= 핀을 위한 사과 파이를 만들 수 있다면 유명한 사과 빵 조리법을 얻을 수 있습니다.
Mo LawnINTRO |= 물건을 팔려고 온건 건 아니겠지? 우리는 필요한 모든 것을 갖추고 있어.
Greene LawnINTRO |= 좋은 하루. 나는 그린이야. 수상 경력이 있는 내 정원처럼 초록한 이름이지. 여기서 목소리를 낮추지 않았으면 좋겠네.
Goldie LawnINTRO |= 넌 진짜 닌녹처럼 생겼어! 못생긴 몽둥이로 맞기 전에 못생긴 수풀에 끌려갔었어?
Dick TurnipINTRO |= 프라일의 쓰레기더미에 뭘 원하는 거지? 내 인생의 폐허를 보러 왔나?
Kat TurnipINTRO |= 안녕. 처음 보네. 여기 오래 있진 않을 거야. 그 론 가문이 들어온 후로 이곳은 우울해졌어. 끔찍한 놈들이지.
Luca TurnipINTRO |= 안녕하세요. 아빠의 순무처럼 생겼네요. 제 이름은 루카 터닙이에요... "봐요! 순무야!"
Thomas SteelINTRO |= 여어 거기! 필요한 것이 있나? 퀼 최고의 대장장이. 우리의 모루가 준비되어있지.
Star SapphireINTRO |= 안녕! 나는 스타야. 별로 유명하진 않지만. 내 여주인공 리릭처럼 음유시인이 되고 싶어. 리릭이 진짜 스타지!
Rake GrassbeardINTRO |= 반가워. 나는 레이크 그라스비어드다. 너를 위해 그것을 구해줄 수 있는 사람이지. 나는 가게 주인이다. 수수하게 시작하여 독학했지.
Sprouts OnionsINTRO |= 안녕. 나는 레이크의 친구인 스프라우츠란다. 상점을 운영하며 퀼에서 잘 알려져 있지. 집안을 정리하는 일을 해. 필요한 게 있으면 레이크에게 말하렴. 그가 플랜을 들고 있는 사람이야.
Eun LivingstunINTRO |= 전투와 관련된 환상이 있니? 죽음의 함정을 발견한 적은? 내 작업장에 와봐. 게임으로 가득해! 인생은 하나의 거대한 롤플레잉 게임이잖아, 그렇지?
Steef JaxonINTRO |= 낯선 사람을 만났을 때. 정중하게 '안녕하세요'라고 인사하나요? (27페이지로 넘기세요). 무시할까요? (101페이지로 넘기세요)
Dee SpencerINTRO |= 어서 오렴, 어서 오렴! 새로운 얼굴을 보니 반갑네. 그리고 예쁘구나! 크림도 필요 없을 것 같네. 비결이 뭐니?
Papa Russ EbersINTRO |= 아! 집 짓는 사람! 좋은 일이네. 난 파파라고 한다. 난 나뭇잎 두 개를 서로 비빌수 있을 때부터 화학자였어. 방귀 꼈어? 심장이 안좋아? 내가 도와주면 절단할 필요도 없을거야!
MarshtytINTRO |= 너에게 축복이 있기를. 나는 마스터 정원사 마쉬티트다. 그 끔찍한 게 뭔지는 모르겠지만 홉이 모든 걸 훔쳐갔어.
MarshtytINTRO |= 감사의 표시로 언제든 돌아오면 내 정원에서 수확할 수 있을거다. 그리고 여기, 이 청사진을 가져가. 일 년 내내 식물을 키울 수 있도록 온실을 지을 수 있지.
MarshtytINTRO |= 네가 마음만 먹으면 내 온실도 수리할 수 있어. 거기서 자란 것은 다 가져가게 해줄게.
MarshtytINTRO |= 기술에 관해서는... 음, 내 요청사항을 전통적인 방식으로 가져다주면 정원이 순식간에 멋지게 피어날 수 있을 거야.

Frogg the HermitINTRO |= 비지 위지 짜릿해지자! 고슴도치 소스! 고슴도치 소스! 봉글 봉글 고슴도치! 뚱뚱한 소가 뿅뿅, 고슴도치 보잉, 피지 위지 바디! 우와, 나 완전 미쳤어. 오, 아니야. 그냥 너의 은둔자 같은 기대에 부응하려고 노력한 것뿐이야.
FARM_WATERING_TASK |= {0} 이(가) 농장에 물을 주는 데 도움을 요청합니다.
BLACKSMITH_TINKER_TASK_1 |= 요청한 당일 {0} 건의 주문 단조
CategoryName_COOKED |= 요리
CategoryName_FRUITNVEG |= 과일과 채소
CategoryName_FISH |= 물고기
CategoryName_HERBS |= 허브
CategoryName_OTHER_FOOD |= 다른
CategoryName_APOTH_ALL |= 아포스
CategoryName_MONSTER |= 괴물
CategoryName_SEEDS |= 씨앗
CategoryName_GIFTS |= 선물
CategoryName_OTHER_ITEMS |= 기타
CategoryName_TOOLS |= 도구
CategoryName_WEAPONS |= 무기
CategoryName_JARS |= 컨테이너
CategoryName_ARCANE |= 아케인
CategoryName_OTHER_EQUIP |= 다른
CategoryName_INSECT |= 곤충
CategoryName_RECIPE |= 조리법
CategoryName_BOOK_LORE |= 지식
CategoryName_BOOK_USEFUL |= 유용한
CategoryName_BOOK_NONSENSE |= 넌센스
CategoryName_ANY |= 모두
CategoryName_OTHER_PROVERB |= 기타
Wheel_Misfire |= 이번에는 실패했네. 걱정마. 여신들이 지켜보고 있으니 힘들었겠지.
Wheel_Misfire |= 이번엔 실패했어. 그럼 다시 일하러 갈까?
Wheel_Misfire |= 실패했어! 일찍 일어난 벌레가 이번엔 새를 잡지 못했어!
Wheel_Misfire |= 이번엔 제대로 못 했어. 다시 시도할 수 있도록 다른 토끼 콘돌을 구해줄래?
Wheel_Misfire |= 이런. 이번엔 안 돼.
Wheel_Misfire |= 아무 일도 없네. 너무 흥미롭지 않아? 다시 해볼래?
Wheel_Misfire |= 코르크를 넣어야해. 실패했지만 다른 토끼 콘돌이 있으면 다시 해볼 수 있을까?
Wheel_Misfire |= 좀 운이 없었어. 자제력. 우리도 배워야겠어.
Wheel_Misfire |= 이번엔 실패했어. 최고인 우리에게도 일어날 수 있는 일이지. 최악의 상황도.
Wheel_Not_Happening |= 낭비한 콘돌이었어. 피가 솟구치지 않아?
Wheel_Not_Happening |= 낭비한 콘돌이었어. 의욕을 잃었어?
Wheel_Not_Happening |= 낭비한 콘돌이었어. 다른 생각이 있나보구나. 아무 생각이나.
Wheel_Not_Happening |= 낭비한 콘돌이었어. 뭐, 그래도 재미있는 구름 모양은 좀 봤어.
Wheel_Not_Happening |= 낭비한 콘돌이었어. 그 문제를 해결하는 데 도움이 되는 뭔가를 해야해.
Wheel_Not_Happening |= 낭비한 콘돌이었어. 내가 그런 건 아니죠?
Wheel_Not_Happening |= 낭비한 콘돌이었어. 우리 모두 겪어봤으니 걱정하지마.
Wheel_Bad |= 그래서 우리는 환희의 수레바퀴를 돌렸지. 한 번은 더 나쁘게 돌았지만 몇 번은 더 좋게 돌았어.
Wheel_Bad |= 그건... 재미있었어.
Wheel_Bad |= 그 정도 실력이면 서커스단에 들어가야지. 이 광대야.
Wheel_Bad |= 그래서 환희의 수레바퀴를 돌렸지만 숨 쉴 가치가 없었어. 다시 해볼래?
Wheel_Bad |= 정말이야? 순무 으깨는 게 더 재밌었어.
Wheel_Bad |= 더 잘해야지. 콘돌을 낭비했네
Wheel_Bad |= 콘돌을 낭비했네. 실망해서 울고 올 테니 실례할게.
Wheel_Bad |= 누가 그렇게 하라고 가르쳐준거야? 그들은 마스터가 아니야!
Wheel_Bad |= 캔들위치 마을 중심가의 보행자 전용 도로에 대해 어떻게 생각해?
Wheel_Bad |= 역사에 길이 남을 일이네. 유감이야.
Wheel_Bad |= 낭비한 콘돌이었어. 중간 이름이 '라이트닝'인가? 충격적이었거든.
Wheel_Average |= 조금 운이 없었어. 이제 어떻게 할까? 모든 균형을 회복하기 위해 낮잠을 자야 할까?
Wheel_Average |= 콘돌을 낭비했네. 호훔 한 잔 더 줄까?
Wheel_Average |= 내가 그렇게 나쁘지 않다는 걸 깨닫게 해줘서 고마워.
Wheel_Average |= 미안, 이제 페인트가 마르는 걸 보러 가야겠어.
Wheel_Average |= 기억에 남네. 기억에 남는다는 단어를 건망증으로 바꿔봐.
Wheel_Average |= 넌 더 나아질 수 있어. 그러길 바랄게. 5분 후에 다시 해보자.
Wheel_Average |= 여신들이 좋아했다면 난 예배를 포기할래.
Wheel_Average |= 미안, 하품을 멈출 수가 없어 콘돌을 낭비했네.
Wheel_Good |= 딱 필요한 거였어. 다시 해보자! 멜로우브룩 매장에서 토끼 콘돌을 더 사러 갔다와.
Wheel_Good |= 나는 하루에 4번, 식후에 3알씩 복용해. 멜로우브룩 매장에서 토끼 콘돌을 더 사와줘.
Wheel_Good |= 오오오, 이제 기운이 난다! 멜로우브룩 매장에서 토끼 콘돌을 더 사자.
Wheel_Good |= 당신은 카드 놀이하는거야? 당신은 에이스니까. 멜로우브룩 상점에서 토끼 콘돌을 더 사자.
Wheel_Good |= 잘했어! 멜로우브룩 상점에서 토끼 콘돌을 더 사자.
Wheel_Good |= 이런 실력이 있을 줄 누가 알았겠어? 멜로우브룩 상점에서 토끼 콘돌을 더 사오자.
Wheel_Good |= 나쁘지 않네! 가서 멜로우브룩 상점에서 토끼 콘돌을 더 사자.
Wheel_Amazing |= 어느 사부님께 배운거야?! 짐작도 못 할 것 같네. 멜로우브룩 상점에서 토끼 콘돌을 더 사자.
Wheel_Amazing |= 콘돌 더 있어? 정말 멋졌어. 
Wheel_Amazing |= 여신이 웃고 있을 거야! 다시 해보자!
Wheel_Amazing |= 퀼도 방금 움직였나요? 콘돌 더 있어? 
Wheel_Amazing |= 인크레더블의 물약을 마셨나요? 다시 해보자!
Wheel_Amazing |= 우와! 15초 동안의 기쁨이었어. 다시 해보자!
Wheel_Amazing |= 저 멋진 음악에 맞춰 작곡을 해볼게. 잠시만 실례할게. 멜로우브룩 상점에서 토끼 콘돌을 더 사와줘.
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 황새가 찾아올 것 같아!
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 아기야! 정말 신난다! 사랑해!
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 아기를 세 명 낳고 싶어. 각각 한 명씩.
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 아기가 우리처럼 생겼으면 좋겠지만 겨드랑이 털이 없었으면 좋겠어.
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 멋진 소식이야!
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 정말 운이 좋았어! 좋은 이름을 생각해야겠어!
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 너무 기쁘다! 여신의 축복을 받았어!
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 축복받은 날입이야! 오늘부터 일주일 후, 미래가 시작될거야!
Wheel_Conception |= 환희의 수레바퀴에 성공했어! 이제 우리는 끔찍한 냄새와 함께 잠도 못 자고 돈도 더 많이 벌 수 있어! 만세!
Wheel_Twins |= 그럼 아기가 두 명이라는 거야?! 여신께 축복을!
Wheel_Twins |= 그럼 쌍둥이라는 거야? 이게 얼마나 드문 일인지 알아? 뭐라고 부를까?
Wheel_Twins |= 쌍둥이가 태어났어! 아놀드와 대니라고 부르자!
Wheel_Twins |= 그럼 아기가 둘이라는 거야?! 잘됐네! 우리가 쌍둥이를 가지면 다들 쌍둥이를 원할 거야!
Wheel_Twins |= 쌍둥이가 생긴다는 뜻이야! 솔니르와 루미노스! 우리만의 태양과 달!
Wheel_Pre |= 아기를 위해 노력할 시간이야. 달을 향해!
Wheel_Pre |= 아기를 가지려고? 티르 나 노그으로 데려다줘. 빠른 여행만 하지말고.
Wheel_Pre |= 아기 시간? 주머니에 콘돌을 넣은 거야, 아니면 양말만 넣은 거야?
Wheel_Pre |= 우리가 아기를 가졌으면 좋겠어? 럼블을 준비하자!
Wheel_Pre |= 우리 가족을 늘리고 싶다고? 여기서? 지금?
Wheel_Pre |= 아기를 가지려고? 뭐 먹었어?
Wheel_Pre |= 로맨틱해? 양치질은 먼저 한거야?
Wheel_Pre |= 아기를 가질까? 안녕!
Wheel_Pre |= 우리 가족을 늘리고 싶어? 햇볕이 쨍쨍할 때 건초를 만들자. 
Wheel_Pre |= 우리가 아기를 가졌으면 좋겠어? 여신들이 보고 있길 바라자고요!
Wheel_Pre |= 아기를 가질까? 좋아! 계단으로 데려다줘 별을 말하는 거야.
Wheel_Pre |= 나도 아기를 원해. 가자!
Wheel_Pre |= 아기를 가질 수 있을까? 정말 로맨틱하네! 난 네 거야!
Wheel_Pre |= 네, 아기를 위해 노력하자! 생명은 계속 주어지는 선물이야.
Wheel_Pre |= 아기를 가질까? 방금 머리를 빗었지만 괜찮아.
Wheel_Pre |= 아기를 위해 노력할까? 좋은 결과가 있기를 바라자!
Wheel_Pre |= 그래서, 우리 가족을 늘리고 싶다고? 잠깐 정신 좀 차릴게. 좋아, 가자.
Wheel_Pre |= 아기를 가지려고? 날 위해서? 그럴 필요 없어.
Wheel_Pre |= 아기를 가지려고? 오팔에 데려다줘.
Wheel_Pre |= 낭만적이지 않아? 가자! 수레바퀴를 돌려서 아기를 가지러 가자!
Wheel_Pre |= 아기 시간? 그 콘돌은 청소했어?
Wheel_Pre |= 아기를 위해 도전할까? 게임을 시작하자!
Wheel_Pre |= 아기를 가질까? 여신의 축복이 있기를.
Wheel_Pre |= 아기 시간? 때가 됐어요!
Wheel_Pre |= 아기를 가질 시간이라고?! 수레바퀴를 돌리자!
Wheel_Pre |= 아기를 가질까? 충격에 대비해!
Wheel_Pre |= 로맨틱한 기분을 느끼며 아기를 갖고 싶어? 벌써 그 때가 되었나?
Wheel_Pre |= 아기를 가질 시간이야! 좋아, 하지만 쥐들이 듣고 있으니 조용히해.
Wheel_Pre |= 아기를 갖고 싶다고? 정말 간절하구나!
Wheel_Pre |= 우리가 아기를 가졌으면 좋겠어? 넌 밀가루를 가져와 난 고글을 찾을게.
Wheel_Pre |= 아기를 만들자! 자, 바퀴를 돌리자!

DivorceMessage |= 배우자가 집을 떠났고 고대 정령의 혜택이 사라졌습니다.

CuredApothSymptom |= 치료됨

NPCCONVERSATION_GREETING_ALL_1 |= 안녕하세요. 잘 지내셨나요?
NPCCONVERSATION_GREETING_ALL_1 |= 안녕 친구. 어떻게 지내?
NPCCONVERSATION_GREETING_ALL_1 |= 어떻게 지내요?
NPCCONVERSATION_GREETING_ALL_1 |= 어떻게 지내세요?
NPCCONVERSATION_GREETING_ALL_1 |= 잘 지내요?
NPCCONVERSATION_GREETING_ALL_1 |= 잘 지내?
NPCCONVERSATION_GREETING_ALL_1 |= 여신들이 잘 대해주네요.
NPCCONVERSATION_GREETING_ALL_1 |= 안녕하세요! 잘 지내시나요?
NPCCONVERSATION_GREETING_ALL_1 |= 잘 지내시나요?
NPCCONVERSATION_GREETING_ALL_1 |= 안녕하세요! 오늘은 어떠세요?
NPCCONVERSATION_GREETING_ALL_1 |= 잘 지내세요?
NPCCONVERSATION_GREETING_ALL_1 |= 안녕하세요. 잘 지내세요?
NPCCONVERSATION_GREETING_ALL_1 |= 좋은 하루. 잘 지내세요?
NPCCONVERSATION_GREETING_ALL_2 |= 고마워요
NPCCONVERSATION_GREETING_ALL_2 |= 잘 지내요
NPCCONVERSATION_GREETING_ALL_2 |= 더 좋아졌어
NPCCONVERSATION_GREETING_ALL_2 |= 버튼처럼 밝아.
NPCCONVERSATION_GREETING_ALL_2 |= 데이지처럼 행복해.
NPCCONVERSATION_GREETING_ALL_2 |= 괜찮아요 감사합니다.
NPCCONVERSATION_GREETING_ALL_2 |= 기분이 좋아요. 감사합니다.
NPCCONVERSATION_GREETING_ALL_2 |= 기분이 정말 좋아요. 감사합니다.
NPCCONVERSATION_GREETING_ALL_2 |= 나쁘지 않아.
NPCCONVERSATION_GREETING_ALL_2 |= 나쁘지 않아요.
NPCCONVERSATION_GREETING_ALL_2 |= 오늘 일어나서 그들에게.
NPCCONVERSATION_GREETING_ALL_2 |= 사과처럼 복숭아빛이군요. 감사합니다.
NPCCONVERSATION_GREETING_ALL_2 |= 블루벨처럼 장밋빛.
NPCCONVERSATION_FAREWELL_ALL_1 |= 가야겠다! 화이팅!
NPCCONVERSATION_FAREWELL_ALL_1 |= 잘 다녀오세요.
NPCCONVERSATION_FAREWELL_ALL_1 |= 잘 가. 만나서 반가웠어
NPCCONVERSATION_FAREWELL_ALL_1 |= 이만 가볼게요.
NPCCONVERSATION_FAREWELL_ALL_1 |= 안녕히 계세요.
