PIG_RACING |= 돼지 경주
UI_Progress_Events_LuckyLuckyStar_Desc |= Sometimes, you may see a Lucky Star crash into the ground on your travels. Chase the flying shards and interact at the right time to capture them and gain some excellent ores!
UI_Progress_Events_ThickFog_Desc |= Every so often, Quill is enshrouded in a yellow fog that makes every person's intelligence drop to erm, that number that is less than 2. Or is it higher?
UI_Progress_Events_FishFrenzy_Desc |= Watch for masses of bubbles in Autumn and Winter. This means lots of fish are spawning, so get your rod busy!
UI_Progress_Events_MushroomSporing_Desc |= In Summer and Autumn, yellow spores drift through the air as the mushrooms of Quill grow at an increased rate and yield extra when harvested. They regrow within hours so that you can gather even more.
UI_Progress_Events_FlowerBloom_Desc |= Watch for coloured petals filling the air. During this time, flowers grow every few hours and yield more. Happens in Spring and Summer.
UI_Progress_Events_OreRush_Desc |= In Winter and Spring, the ore nodes of Quill glint and shine as Fae magicks refill them at an increased rate. Extra yields can be gained during this time.
UI_Progress_Events_CabaretDuFae_Desc |= This Fae market opens its doors to the invited between 8 pm and 4 am, once per season. Go there for quality goods and good cheer.
UI_Progress_Events_Stockwood_Desc |= Between the hours of 8 pm and 4 am, once per season, a door in Evergreen opens to allow those invited to browse quality wares and chitchat with the Elders.
UI_Progress_Events_Epidemic_Desc |= Once per season, inflicting too many negative Traits onto villagers may cause an epidemic that imposes that Trait on many others. Stock that Apothecary! There are other triggers to be watchful for, such as Perks or rewards. They may also happen at random in certain seasons.
UI_Progress_Events_Craving_Desc |= One of the winning items in a competition may trigger a craving as folk seek out the current tastiest fare! There are other potential triggers, too, linked to Perks, task rewards, and random seasonal occurrences.
UI_Progress_Events_Fad_Desc |= Villagers will want the very latest fashion in Tools and Weapons. Fads can be triggered by clearing a dark forest with a particular weapon. Sometimes a fad can be triggered seasonally at random or via Perks and certain task rewards.

UI_Progress_Misc_TotalTax |= 총 세금

UI_Progress_Challenges |= 도전
UI_Progress_Profile |= 명성
UI_Progress_Lineage |= 혈통
UI_Progress_Story |= 스토리
UI_Progress_Customisation |= 커스터마이징
UI_Progress_Relationships |= 관계
UI_Progress_ShopsTitle |= 가게
UI_Progress_Monsters |= 몬스터
UI_Progress_Events |= 이벤트
UI_Progress_Skills |= 기술
UI_Progress_Achievements |= 도전 과제
UI_Progress_ItemsTitle |= 아이템
UI_Progress_Combat |= 전투
UI_Progress_Combat_Defeated |= Defeated <VAR1>
UI_Progress_Lineage_Born |= Born <VAR1>
UI_Progress_Lineage_Married |= Married <VAR1>
UI_Progress_Lineage_Adopted |= Adopted <VAR1>
UI_Progress_Events_Undiscovered |= Event undiscovered.
UI_Progress_Events_Social |= Social
UI_Progress_Events_Encounters |= Encounters
UI_Progress_Events_Environmental |= Environmental
UI_Progress_Events_SecretMarket |= Markets
UI_Progress_Events_VegShow |= 채소 전시회
UI_Progress_Events_GreatQuillishBakeOff |= 그레이트 퀼리쉬 베이크 오프
UI_Progress_Events_FishingComp |= 낚시 대회
UI_Progress_Events_FlowerShow |= 꽃 전시회
UI_Progress_Events_GhostTrader |= 유령 상인
UI_Progress_Events_BlackBarrag |= Black Barrag
UI_Progress_Events_TicklingTomHookfingers |= Tickling Tom Hookfingers
UI_Progress_Events_BlossomDance |= 블로섬 댄스
UI_Progress_Events_MaypoleDance |= 메이폴 댄스
UI_Progress_Events_SamainDance |= 사마인 댄스
UI_Progress_Events_FestivalOfFelDance |= 지옥의 댄스 축제
UI_Progress_Events_ChickenMigration |= Chicken Migration
UI_Progress_Events_SpiritWalk |= Spirit Walk
UI_Progress_Events_BloodMoon |= Blood Moon
UI_Progress_Events_Eclipse |= Eclipse
UI_Progress_Events_FishFrenzy |= Fish Frenzy
UI_Progress_Events_MushroomSporing |= Mushroom Sporing
UI_Progress_Events_FlowerBloom |= Flower Bloom
UI_Progress_Events_OreRush |= Ore Rush
UI_Progress_Events_InsectSwarm |= Insect Swarm
UI_Progress_Events_CabaretDuFae |= Cabaret Du Fae
UI_Progress_Events_Stockwood |= Stockwood
UI_Progress_Events_Epidemic |= Epidemic
UI_Progress_Events_Craving |= Craving
UI_Progress_Events_Fad |= Fad
UI_Progress_Events_ThickFog |= Thick Fog
UI_Progress_Events_LuckyLuckyStar |= Lucky Lucky Star
UI_Progress_Events_FredBarleycorn |= Fred Barleycorn

UI_Progress_Story_A_Prologue |= 프롤로그
UI_Progress_Story_A_MeetTwig |= 트위그
UI_Progress_Story_A_MeetHubbard |= 늙은 마더 허바드
UI_Progress_Story_A_Summertide |= 서머타이드
UI_Progress_Story_A_Fairweather |= 계약
UI_Progress_Story_B_PostPrologue |= Post Prologue
UI_Progress_Story_B_PlantKynseed |= 킨시드 심기
UI_Progress_Story_B_Jogon |= 조곤과 함께 전투 배우기
UI_Progress_Story_B_Moon |= 궁수 문
UI_Progress_Story_B_Grandmasters |= 그랜드 마스터
UI_Progress_Story_C_Tier1 |= Renoun Tier 1
UI_Progress_Story_C_MissingChickens |= 잃어버린 닭
UI_Progress_Story_D_Tier2 |= Renoun Tier 2
UI_Progress_Story_D_Totem |= 어둠의 토템
UI_Progress_Story_D_Marshtyt |= Marshtyt, the Master Gardener
UI_Progress_Story_D_MissingChild |= 실종된 아이
UI_Progress_Story_E_Tier3 |= Renoun Tier 3
UI_Progress_Story_E_TirNaNog |= 티르 나 노그
UI_Progress_Story_F_Tier4 |= Renoun Tier 4
UI_Progress_Story_F_JabberwockEncounter |= 만남
UI_Progress_Story_F_Lyric |= 리릭과의 만남
UI_Progress_Story_F_ClearFog |= 역병
UI_Progress_Story_G_Tier5 |= Renoun Tier 5
UI_Progress_Story_G_Evergreen |= 에르그린 방문하기
UI_Progress_Story_G_FoolMeTwice |= 나를 두 번 속이기
UI_Progress_Story_H_Tier6 |= Renoun Tier 6
UI_Progress_Story_H_DeadConcert |= 죽음의 콘서트
UI_Progress_Story_I_Tier7 |= Renoun Tier 7
UI_Progress_Story_I_BuryingPast |= 과거를 묻다
UI_Progress_Story_J_Tier8 |= Renoun Tier 8
UI_Progress_Story_J_ThirdTimeUnlucky |= 세번째 불운
UI_Progress_Story_K_Tier9 |= Renoun Tier 9
UI_Progress_Story_K_Voide |= 보이드 방문
UI_Progress_Story_K_SwordMould |= 검 주형 획득
UI_Progress_Story_L_Tier10 |= Renoun Tier 10
UI_Progress_Story_L_ForgeSword |= 검 단조하기
UI_Progress_Story_L_JabberwockSlay |= 재버워키 처치
UI_Progress_Story_Desc_A_Prologue |= My idyllic childhood. I explored. I made friends. I had strange and disturbing dreams. Growing up on the farm is lovely. I miss my pals back at The Shoe, but you can't beat a full larder, your bed, and your family. I am very lucky.
UI_Progress_Story_Desc_A_MeetTwig |= I met Twig. He's a strange but friendly boy with the ears of a rabbit, which he'd somehow acquired following a deal he made with a certain 'Mr Fairweather'. Twig is a Master of Fishing and has been Goddess-blessed. I hope to learn all his fishing skills one day. He can keep the rabbit ears, though.
UI_Progress_Story_Desc_A_MeetHubbard |= I visited Candlewych Cottage and chatted with Old Mother Hubbard. She is a legendary cook - a Master. I didn't get to sample her cooking, but she did encourage me to attain her skills. Her house smelled wonderful and made me hungry. She has a huge dog that seems to move its lips when Old Mother Hubbard talks. Most curious.
UI_Progress_Story_Desc_A_Summertide |= The Vale has a custom every ten years, which involves choosing an area of the Vale and two people from within it. The Goddesses then select someone to pick one of their fellow villagers to sacrifice to ensure future safety and prosperity.\nI was the one chosen to pick who should be sacrificed. It was between Old Jacob Crackle and Ginger Nutt from the Burial Grounds. I didn't want to choose, but I did. The villagers loved me for it. I should have felt bad, but it felt like the right thing to do at the time.
UI_Progress_Story_Desc_A_Fairweather |= I had a 'dream' in which Twig led me to meet Mr Fairweather. He had talked to me before, but I actually saw him this time, and he was both scary and enchanting.\nIn this dream, I made an agreement for the Kynseed, which will let my spirit live on through my family for generations to come. When I woke, I discovered the dream was real.\nThe feelings within me are intoxicating. I can now speak with the Fae and kind-of live forever! I am determined to do my best and not fear anymore. This may also help me in my future quests and challenges.
UI_Progress_Story_Desc_B_PostPrologue |= My adventure truly begins. The world waits to greet me with open arms. Who will I become? Can I fulfil a legacy as told to me? Can I use my powers to avenge our parents' horrible deaths at the jaws of the beast? That quest starts right now.
UI_Progress_Story_Desc_B_PlantKynseed |= I planted the Kynseed and began the contract. My body felt energised, and my mind raced with possibilities. The Kynseed calls to me, and I feel its roots entwined within me. This feels like the beginning of a long adventure, and I can't wait.
UI_Progress_Story_Desc_B_Jogon |= I met a huge man. A man with many scars, both physical and mental. Despite his appearance and tough demeanour, he is a good character, and his heart is pure. I learned how to fight and defend myself. He has many skills to teach, and I look forward to putting evil to the sword and gaining many riches in the process.
UI_Progress_Story_Desc_B_Moon |= I was in Drownhill, to the east, when I met Moon. She is an accomplished and, dare I say it, rather beautiful Master of Archery. Once I passed her test, she taught me the use of a bow. She even gave me my own! Using a bow is great for stunning enemies and buying time. Soon, I will be able to shoot the fly off a nut at 50 paces!
UI_Progress_Story_Desc_B_Grandmasters |= I opened a huge stone door in The Circle and went deep inside. I was astounded to find three spirits there. Again, I was not scared at all. Everything seemed in order. They told me to look in the Mirryr, and a strange glassy object arose from a pool of brilliant blue. I could hear whisperings - I am sure it was the Goddesses judging me!\nI was told I had more potential than anyone and was given a quest. A quest close to my heart. I must kill the Jabberwock! To do so, though, I must first earn my status as someone worthy of wielding the one weapon that can kill it!
UI_Progress_Story_Desc_C_Tier1 |= I gained enough Rep to fill the Reputation Urn and returned to the Grandmasters. They were happy to see me and gave me the Torc of Return, so I can now quickly get back to see them.\nI really like them. You can tell they were great heroes once.
UI_Progress_Story_Desc_C_MissingChickens |= Something had been scaring off people's chickens around Vale. I found them all hiding away and returned them home. The ghastly Jabberwock is causing mischief, and sightings of Hobs outside the dark forests are increasing!
UI_Progress_Story_Desc_D_Tier2 |= The Urn filled again! This gathering of renown makes me feel like I am progressing in life and improving. I was given another helpful item - the Rainstick! I can create a downpour with just a shake, which is handy for watering crops.
UI_Progress_Story_Desc_D_Totem |= I went to see Marshtyt, the Master Gardener, who was troubled by a disturbing object. It would seem the Hags are placing evil totems around, making the Hobs go crazy and stripping a region of all its resources.\nI had to enter strange rifts to shut them down before destroying the totem. The reward was great, but these totems are troubling and probably only the start of something worse...
UI_Progress_Story_Desc_D_Marshtyt |= After destroying the dark totem, I met Marshtyt. He is quite a fellow with a mischievous sense of humour. Some may think his sauciness is outdated, but I think he is fantastic fun. Maybe I'm from another era?! I can learn many helpful gardening skills from him and use his garden whenever needed. If I can fix his greenhouses for him, I can even use those and get the blueprint to build my own!
UI_Progress_Story_Desc_D_MissingChild |= I received a letter about a missing child. She was kidnapped and taken to Simplewood.\nI prepared myself for a dangerous run and entered the forest. I battled through and found the child - who transformed into a Hag! It was a trick! I slew the evil, nasty Hag and swore to be more vigilant next time.
UI_Progress_Story_Desc_E_Tier3 |= My reputation spreads like the smoothest butter. This is no grind at all! There are many ways to get more REP - combat, shops, tasks, and friendships. I'm told that 'the world is my oyster', but I do not know what oysters are! I heard they were ancient transport tokens.\nMore excitingly, though, I was given a new Lens for my Obscura, which will take me somewhere outside Quill!
UI_Progress_Story_Desc_E_TirNaNog |= Using the Obscura and my new Lens, I entered the portal at the henge and appeared in a wonderful land filled with excitable Fairies, jovial Gnomes and amazing fruits. There are games to play, a shop and the Tinker. A lively tour guide offered to show me the sights. Tir Na Nog is so beautiful and fun. I hope to visit more often.
UI_Progress_Story_Desc_F_Tier4 |= As my stature grows, the Grandmasters seem to get even more hopeful. I don't want to disappoint them. They gave me the Deep Mine Key to delve deeper for ores. I must be careful, though. The Knockers live in the deep mines and don't like intruders! I better put on my best running boots.
UI_Progress_Story_Desc_F_JabberwockEncounter |= I was walking into Stone Crown and was hit by a sudden storm. A terrible shadow appeared, and when I looked, I saw it! The Jabberwock! Finally, I felt fear in my heart. The beast was enormous and gave me a chilling roar - almost a warning.\nAnd just like that, it stomped off into Toughwood. I still have gooseberries from the encounter. To defeat that monster will take a tremendous amount of bravery.
UI_Progress_Story_Desc_F_Lyric |= I tried to enter Woemarsh, but an unnatural fog stopped my progress. I met an interesting inhabitant of Woemarsh, and she sent me to seek Lyric in Ferrous Footway. I opened the door and made my way inside. I could hear Lyric playing strange but exciting music. She is truly amazing, if a bit rude. I played music with her, and she gave me the Calmonica to help clear the fog.\nI can't get her music out of my head.
UI_Progress_Story_Desc_F_ClearFog |= I cleared the fog with the Calmonica and spoke to Paige Turner, the resident know-it-all of Woemarsh. She told me that the villagers were suffering from some sort of curse being carried in the only freshwater source, which made them all really hateful.\nI entered Dreadwaters, home of Daddy Long Legs, a terrifying character, and used three switches to access a tomb. Within, I cleansed the poisoned well with Blessed Water from Tir Na Nog. The people of Woemarsh were free - and much happier!
UI_Progress_Story_Desc_G_Tier5 |= I am steadily gaining fame, and my inner power increases. The Grandmasters seemed to be very excitable for long-dead people.\nIn exchange for my progress, they gave me another Lens! This one leads to another Fae realm. I can't wait to see it!
UI_Progress_Story_Desc_G_Evergreen |= I used the Lens of my Obscura to open the doorway to Evergreen. It was as incredible as I'd hoped. There is a strange atmosphere when you go near the trees, and you must take care. The inhabitants are very tall and beautiful.\nThere is a shop in Evergreen run by a Faun, and there are secret little glades. I hope to return there soon, especially as there are many hard-to-see but beneficial plants to gather.
UI_Progress_Story_Desc_G_FoolMeTwice |= The Hags got me with the old 'fake letter' trick. This time, it was to recover a family heirloom. When I got to the glade of Midwood, a sword in the ground turned into a Hag!\nThe fight was fierce, but I prevailed.\nI really must stop falling for these tricks. I would say they will be the death of me, but I guess I have the Kynseed and Mr Fairweather...
UI_Progress_Story_Desc_H_Tier6 |= Another level of renown gained!\nMy confidence is high, and everyone is pleased with my progress.\nTo aid my adventures, I was given the Blizzard Staff. Now I can create snowy conditions even in the middle of summer! Handy for certain item Star Ratings!
UI_Progress_Story_Desc_H_DeadConcert |= Well, that was something! My ears are still ringing.\nI was tasked with putting some spirits at rest after evil forces awakened them. I had to round up an ancient band of musicians and fix a stage so they could perform a concert of what can only be described as brain-melting music. Lyric helped us out, and she loved it. She's a natural star.\nWe exorcised the ghosts and gave them peace through loud noise.
UI_Progress_Story_Desc_I_Tier7 |= My power and reputation grow like the Kynseed tree. My branches now wind their way throughout Quill. I was given a curious Music Box in return for the full Urn.\nIt seems to have a connection to The Dancers at the western edge of Mellowfields. The tune it plays is very creepy, but I feel slightly refreshed for having heard it. Refreshed, but incomplete.
UI_Progress_Story_Desc_I_BuryingPast |= I am at a loss for words, really.\nI discovered a secret chest buried on the farm and Uncle Bill's confession. I am not sure what to think of him. What was there to fear from sacrifice? Isn't it the way of things? It may not be the right way, and maybe the Goddesses will be called to account one day, but he lacked what they called 'chivalry'. I don't want this secret to sour our family's fond memories of his big daft bearded face.
UI_Progress_Story_Desc_J_Tier8 |= An Expert am I!\nThe Grandmasters were so proud and enthused. I bet Mr Fairweather is also very excited about my development. The gift I received this time was the Lightning Rod. I can command storms to my will! On a cooldown, of course! The face-off with the Jabberwock draws near!
UI_Progress_Story_Desc_J_ThirdTimeUnlucky |= I kind of knew this would happen. Another summons to a dark forest. This time it was Toughwood to rescue a cow.\nA cow!\nOf course, I didn't fall for such nonsense, and it was an excellent chance to kill the last of the three sisters. She was a Night Hag and as wicked as they come. When I defeated her, I felt the land sigh in relief. Hags still exist, of course, but these three were the worst of the worst.
UI_Progress_Story_Desc_K_Tier9 |= Another big step. I haven't been doing any major quests lately, but my renown has grown through various means, and here I am, on the threshold of legendary status. The battle with the Jabberwock is close now. It fills my dreams, and the lust for revenge drives me forward. I MUST gain that sword! I WILL kill it!\nIn other news, I got another Lens from the Grandmasters, and helped one of the villagers find their favourite lost radish... But another Fae realm awaits!
UI_Progress_Story_Desc_K_Voide |= I shone the Lens at the last Henge doorway and stepped into a place like no other. I was among the stars, which swirled around me and glittered so brilliantly.\nI met bizarre creatures who had taken over the suits of a long-dead race of technologically advanced beings. There were new plants and a fantastic ore of incredible durability. The place may be bizarre, but it was also tinged with sadness. An air of long-forgotten majesty permeated the cold air. I was glad to get out of there.
